M N nhits nmiss rc rr rl ratio
32 128 800 100 0.004968999158591032 0.004689082498662174 0.004683331251144409 1.0596954009678268
32 128 800 800 0.011450472089927643 0.004704288330394775 0.004727295830380171 2.434049804291384
32 128 800 3200 0.03339862080756575 0.004780576671473682 0.0048030887520872055 6.986316317623275
32 128 800 10000 0.09511159169487655 0.0050198987498879435 0.00504812000086531 18.946914356987715
32 128 3200 1 0.01665375624783337 0.01862367582973093 0.018802383285947143 0.8942249854482127
32 128 3200 100 0.01756277124863118 0.018648683330975472 0.018636779161170125 0.9417700401110575
32 128 3200 800 0.023863529204390943 0.018691015418153257 0.018715220000594855 1.2767379765367906
32 128 3200 3200 0.04569335000123829 0.018761857917997986 0.01877210375154391 2.435438441168734
32 128 3200 10000 0.1064137832960114 0.01897547292057425 0.018989834999665618 5.607964752258255
32 128 10000 1 0.05215016659349203 0.05875097909010947 0.05873951250687241 0.8876476171317345
32 128 10000 100 0.053212791588157414 0.058691291604191065 0.05873519170563668 0.9066556576573545
32 128 10000 800 0.059603575011715294 0.05880815419368446 0.0588997958926484 1.0135256892336924
32 128 10000 3200 0.08177595420274883 0.058905420801602305 0.05885242910590023 1.388258552267645
32 128 10000 10000 0.14253456669393927 0.0591577417217195 0.059128766716457906 2.4093983736638873
128 1 1 1 1.7392823749687523e-05 1.744838166050613e-05 2.870679581537843e-05 0.9968158702681086
128 1 1 100 4.670662907883525e-05 3.387487910222262e-05 4.5124504086561504e-05 1.3787983991881083
128 1 1 800 0.0002484982078894973 0.00013168184589594604 0.0001432681665988639 1.8871106051008626
128 1 1 3200 0.0009206180418841541 0.000462411625077948 0.0004745338330976665 1.9909059200857397
128 1 1 10000 0.002851057080551982 0.0013952339999377728 0.0014047840831335635 2.043425748425811
128 1 100 1 3.091380000114441e-05 7.36872582929209e-05 8.45507999882102e-05 0.4195270758786569
128 1 100 100 6.0365441697649656e-05 9.100493749137968e-05 0.00010260833748616279 0.6633205116301266
128 1 100 800 0.00026328112510964273 0.00019129256249871105 0.0002023628749884665 1.3763270336838984
128 1 100 3200 0.0009341407921165227 0.0005316153748426587 0.0005426749580074102 1.7571741456743963
128 1 100 10000 0.002891357920598239 0.0014887884170748293 0.0014995131250470878 1.9420878665077053
128 1 800 1 0.00014472674168646335 0.00047870387509465215 0.0004914183330256492 0.30233041597552796
128 1 800 100 0.00017390315840020776 0.000494465708034113 0.0005069482079707086 0.3516991281187294
128 1 800 800 0.00037529470794834196 0.0005959925830829888 0.0006069856670219452 0.6296969435542189
128 1 800 3200 0.0010452023749239743 0.0009355949999298901 0.0009473436251282691 1.1171525873933676
128 1 800 10000 0.0030026091588661076 0.0019059414160437882 0.00191569629102014 1.5753942558731426
128 1 3200 1 0.0005346640842035413 0.0018907989589497447 0.0018859477920923381 0.2827715139532992
128 1 3200 100 0.0005654349999967963 0.0018868363751098514 0.0019066237919032575 0.29967357395464495
128 1 3200 800 0.0007684023340698332 0.0019900262081064286 0.001980329998768866 0.3861267409141268
128 1 3200 3200 0.00144836787506938 0.0023120695911347864 0.002341408748179674 0.6264378376078666
128 1 3200 10000 0.0033358562481589616 0.003306470001116395 0.003311667919624597 1.0088874984598817
128 1 10000 1 0.0016560641250107438 0.005859499999787659 0.005851847920566798 0.28262891459523126
128 1 10000 100 0.0016859746670816094 0.0058732829196378586 0.005894593328703195 0.2870583096626248
128 1 10000 800 0.0018893173749092967 0.005991143751889467 0.0060025429213419555 0.31535170130301915
128 1 10000 3200 0.002554339999333024 0.00631346708862111 0.006328021669760347 0.4045859372478179
128 1 10000 10000 0.004534227079711854 0.007308844169601798 0.007314696251414716 0.6203753937688467
128 8 1 1 2.221511248499155e-05 2.1166883292607964e-05 3.258734589908272e-05 1.049522132186067
128 8 1 100 0.0002543028329964727 3.764400000218302e-05 4.8799891700036826e-05 6.755467882842562
128 8 1 800 0.0018338935419451444 0.00013808112919796257 0.000149351020809263 13.281275671753443
128 8 1 3200 0.0072134424978867176 0.0004743001668248326 0.00048571079201065 15.208602067708673
128 8 1 10000 0.022473937482573092 0.0014206751249730587 0.001431289458181709 15.819195456807398
128 8 100 1 0.0001209836999885738 0.00018919291249476372 0.00020014204201288522 0.6394726863350246
128 8 100 100 0.00035366083309054376 0.00020496495813131333 0.0002161795829888433 1.7254697403639434
128 8 100 800 0.0019496317908633501 0.00030577737488783895 0.00031727041699923574 6.375984461173712
128 8 100 3200 0.0074254545895382764 0.0006445012078620493 0.0006548053747974336 11.521242317248907
128 8 100 10000 0.022597166686318816 0.0016257992500904948 0.0016370125419925899 13.899112504241232
128 8 800 1 0.0010308596668764949 0.0013516886248253286 0.0013573727908078581 0.7626458105391745
128 8 800 100 0.0012603234159760178 0.0013612555421423167 0.0013726801660377532 0.925853652718685
128 8 800 800 0.002875796670559794 0.0014648072919808328 0.0014776540419552476 1.9632593900259092
128 8 800 3200 0.008244929579086601 0.0018073866670019925 0.0018209460000507534 4.561796172128956
128 8 800 10000 0.02345887499395758 0.0030074862483888865 0.0030130095896311105 7.800160352029714
128 8 3200 1 0.004164151251316071 0.0053060549986548725 0.005319944589864463 0.7847923273263689
128 8 3200 100 0.004395157499238848 0.005332952081225813 0.005353178749792278 0.8241509453481896
128 8 3200 800 0.005986217078752815 0.005422302919905633 0.005433801668696106 1.1039990142891163
128 8 3200 3200 0.011347758751362562 0.005772346248850226 0.005787429159972816 1.9658832409131526
128 8 3200 10000 0.026683458290062845 0.0067462654109112915 0.006769962920807302 3.955293286698369
128 8 10000 1 0.013071884999517351 0.016616150829941036 0.016617464579176157 0.7866975410431887
128 8 10000 100 0.013308288750704379 0.016621887499932198 0.01662499791011214 0.8006484673150787
128 8 10000 800 0.014933444578200578 0.01674343249993399 0.016748179579153658 0.8918986341814591
128 8 10000 3200 0.020408254116773605 0.01708486958872527 0.01709399708081037 1.194522089313548
128 8 10000 10000 0.03600200829096138 0.018082067919895053 0.018095024169888348 1.9910337938366915
128 32 1 1 3.724646249320358e-05 3.2727550016716126e-05 4.397986251860857e-05 1.1380767113388979
128 32 1 100 0.0009480528749991208 4.910164999309927e-05 6.038831248879433e-05 19.3079636861971
128 32 1 800 0.00727872250135988 0.00014907042500562966 0.0001603587041143328 48.827408260793504
128 32 1 3200 0.02886496251448989 0.0004829317501280457 0.0004943463751114905 59.77027293574415
128 32 1 10000 0.0905475749867037 0.00144190354202874 0.0014530341250356287 62.79724846178296
128 32 100 1 0.0004278928751591593 0.0005741293339524418 0.0005855644999537617 0.7452900415546507
128 32 100 100 0.001351201832992956 0.0005890201670117676 0.0006004006250295788 2.2939822924024966
128 32 100 800 0.007844254581723362 0.000690158958081156 0.0007012989579234273 11.365866500570661
128 32 100 3200 0.029724099999293686 0.001028471332974732 0.0010391592080704868 28.90124308406364
128 32 100 10000 0.09108529160730541 0.002034643329679966 0.0020470816688612104 44.76720331205786
128 32 800 1 0.0040799266705289485 0.004403295000083744 0.004417453329078853 0.9265621927332496
128 32 800 100 0.005007200827822089 0.0044195804116316136 0.004426637499127537 1.132958417193622
128 32 800 800 0.011371500829700381 0.004513261672109366 0.004524760828353465 2.5195749007802766
128 32 800 3200 0.03314488749019802 0.004845206669997424 0.004855787919368595 6.840758247824264
128 32 800 10000 0.09392069580499082 0.005780475419014692 0.005797473329585046 16.247918898857634
128 32 3200 1 0.01659114459063858 0.017416073330678045 0.017425231670495124 0.9526340568062278
128 32 3200 100 0.017562410840764642 0.017503660419024528 0.017521251670550554 1.0033564648955517
128 32 3200 800 0.02397917499765754 0.017512501659803094 0.017528037501033395 1.3692603982843623
128 32 3200 3200 0.045602358295582235 0.017939964171964674 0.01794305708957836 2.541942551192294
128 32 3200 10000 0.10851520830765367 0.01887782125035301 0.018863405419979246 5.748290910722787
128 32 10000 1 0.0522166125010699 0.054884791700169445 0.05487822501454502 0.9513858189774035
128 32 10000 100 0.05343390421476215 0.05439609580207616 0.05462982079479843 0.9823113851623652
128 32 10000 800 0.05961147909983992 0.05468991249799728 0.054485783283598724 1.08999039086089
128 32 10000 3200 0.08154410000424832 0.054975158302113414 0.054907379182986916 1.4832899535482287
128 32 10000 10000 0.14353472501970826 0.05597997920121998 0.055971129122190176 2.5640367693559307
128 128 1 1 9.828116670250892e-05 8.466620829422027e-05 9.741750410757959e-05 1.1608074659606327
128 128 1 100 0.003784230418968946 9.8753529204987e-05 0.00011150492089800536 38.31995118993524
128 128 1 800 0.02932560830377042 0.0002669827500358224 0.00020895645790733398 109.8408354091628
128 128 1 3200 0.11539806670043617 0.0005366092501208187 0.0005460330420173705 215.05046115856942
128 128 1 10000 0.3592557078227401 0.0015005852920003235 0.00151059850002639 239.41038855834836
128 128 100 1 0.001666375458939001 0.0023871574993245305 0.002401251250412315 0.6980584479283491
128 128 100 100 0.005542935829143971 0.0024009683402255177 0.0024160720803774894 2.3086251227383263
128 128 100 800 0.03148198341950774 0.002572410001885146 0.0025132141704671085 12.238322583272774
128 128 100 3200 0.11726256250403821 0.002849230838473886 0.0028543445793911813 41.15586596937395
128 128 100 10000 0.36228800006210804 0.003803727920167148 0.003804729590192437 95.24550852895597
128 128 800 1 0.01630341707961634 0.018759621670469642 0.018716772091574966 0.8690696095049867
128 128 800 100 0.02004727500025183 0.018754338750150056 0.018733271658420564 1.0689406471391283
128 128 800 800 0.045932837505824865 0.018798422501422465 0.01885271125007421 2.443441065459038
128 128 800 3200 0.13239855831488967 0.01914427666924894 0.019230238748714327 6.915829759583383
128 128 800 10000 0.3779367092065513 0.020075941714458166 0.020051141688600182 18.825353977510865
128 128 3200 1 0.0662797916913405 0.07459004169795662 0.07452310000080616 0.8885876744744631
128 128 3200 100 0.07028238750062883 0.07451739159878343 0.07460726669523865 0.9431675746118878
128 128 3200 800 0.09637421669904142 0.0748002708889544 0.07485842078458518 1.2884206909105298
128 128 3200 3200 0.1827839666977525 0.07520566249731928 0.07534415000118315 2.4304548437994
128 128 3200 10000 0.42914891708642244 0.07588484999723732 0.07608467091340572 5.6552647478653
128 128 10000 1 0.20923920813947916 0.2341047499794513 0.23410449991934001 0.8937845479762596
128 128 10000 100 0.21265904093161225 0.23483070801012218 0.2348981248214841 0.9055844643727163
128 128 10000 800 0.23831754201091826 0.23509683297015727 0.23505166708491743 1.0136994999042366
128 128 10000 3200 0.3257222499232739 0.23509695916436613 0.23528037499636412 1.3854804889056342
128 128 10000 10000 0.5696271660272032 0.23621820891276002 0.2363016251474619 2.4114447766284504
1 1 10 10 0.00011947183748707175 3.763633166905493e-05 6.305422091390938e-05 3.174375189846226
1 1 10 40 7.078442499041557e-05 7.425091250333934e-05 0.000109233787516132 0.9533138732434047
1 1 10 160 0.0001208594833035022 7.15199084021151e-05 0.00013671293749939652 1.6898718972622166
1 1 10 640 0.00013211034168489276 0.0001196079249959439 0.00022210063331294804 1.1045283302872517
1 1 40 10 0.00012492935000918805 0.0001256662708008662 0.00017752341600134967 0.9941358903468547
1 1 40 40 0.00012227097500581294 7.395923249889165e-05 2.801591248717159e-05 1.653221252771184
1 1 40 160 0.00012540486671496184 0.0001278310792054981 0.0001961697090882808 0.981020167351979
1 1 40 640 0.00013807716250885277 0.00012195607090834529 0.0002162683666916564 1.1321876925062886
1 1 160 10 0.00011924515829887241 8.180625420063734e-05 0.00019119408749975264 1.4576533232583015
1 1 160 40 1.6943091712892055e-05 7.745729589369148e-05 0.0001368470124900341 0.21874106909368607
1 1 160 160 8.728528330102563e-05 7.75686375098303e-05 0.00014802544580306857 1.125265134249186
1 1 160 640 8.695805829484016e-05 0.00013361745830625297 0.00019959682498592885 0.6507986261460771
1 1 640 10 0.00012701660839375107 0.000137635274999775 0.00022087752090301364 0.9228492360985125
1 1 640 40 0.0001100132750114426 0.00013705483749508858 0.0002206981166964397 0.8026953081126011
1 1 640 160 0.0001272443874971941 0.00013956573340110482 0.00022083425000309943 0.9117165395570287
1 1 640 640 0.00013474183338694275 0.00014064987080637367 0.00016072399159893394 0.9579947184767468
1 8 10 10 0.00012123170411214232 0.0001228927583899349 0.00020566112918313592 0.9864837090520655
1 8 10 40 0.00010958320000208915 0.00012614914998412133 0.00020198129999917 0.8686796543288847
1 8 10 160 0.00013340499999467284 0.0001301525041926652 0.00020887233749963344 1.0249898826164185
1 8 10 640 0.00016761529580689967 0.00012914072920102625 0.00021113397078588604 1.2979274381050008
1 8 40 10 0.0001278663083910942 0.000126825112500228 0.00012524852501228452 1.0082096981452655
1 8 40 40 0.00012559047909453512 0.00011663614998105913 0.00021069248751737178 1.0767714736377196
1 8 40 160 0.00013402328328229488 0.00010877740420401097 0.00016644426670391112 1.2320875301541072
1 8 40 640 0.0001700708707794547 0.0001324129874818027 0.00021229385829064996 1.2843972031280335
1 8 160 10 0.0001294193458976224 0.0001357409041840583 0.0002146605374990031 0.9534292310454617
1 8 160 40 0.00013301341659389436 0.00013900468340143562 0.00019654390418436378 0.956898813328189
1 8 160 160 0.00014009855829644948 0.00013968608342111111 0.0001692523832898587 1.0029528702161037
1 8 160 640 0.00017325851249042897 0.00014275811249390245 0.00021346330409869552 1.2136509054631082
1 8 640 10 0.00014487263332121073 0.00017287065831478684 0.00024944439169485123 0.8380406179596226
1 8 640 40 0.00011930142501369118 0.00010782487918622792 0.00017417652499862016 1.106436899480701
1 8 640 160 0.00010346819169353693 0.0001566144499927759 0.00016611784168053418 0.6606554612189971
1 8 640 640 0.0001887414874974638 0.00015844458749052136 0.00021347249997779726 1.1912144837939314
1 32 10 10 7.926404159516096e-05 7.509780409745872e-05 0.00013388216248713433 1.05547748762794
1 32 10 40 2.0483804098330438e-05 3.692170500056818e-05 2.960512498393655e-05 0.5547903082486364
1 32 10 160 0.0001076951083028689 8.187572909519077e-05 0.00013372400000225752 1.3153483882587462
1 32 10 640 0.00017653662501834332 8.837301670573651e-05 0.00013462292079348116 1.9976304034768102
1 32 40 10 8.556341668590904e-05 8.599228749517351e-05 0.00014139367500320076 0.9950126828607909
1 32 40 40 8.408002920914442e-05 8.534103750716894e-05 0.00014572535001207144 0.9852238930430323
1 32 40 160 0.00012187170840334147 9.339920419733972e-05 0.00014871518341824414 1.304847396192405
1 32 40 640 0.00016863308288156986 9.680132081266492e-05 0.00014705856249202042 1.7420535325950521
1 32 160 10 9.667155840434134e-05 0.00010847691670060157 0.0001616361292079091 0.8911717012676231
1 32 160 40 9.940582499839366e-05 0.00010603805829305202 0.00015460690408945085 0.9374542178400779
1 32 160 160 0.00011836038338951767 0.00010912018329836428 0.00017491371252108365 1.0846791107918887
1 32 160 640 0.00020902199996635317 0.00011306697498075664 0.0001472874833038077 1.848656515325784
1 32 640 10 0.0001373318125028163 0.0002003446334041655 0.00021671354211866856 0.685477869655584
1 32 640 40 0.00016679627920966595 0.00017978508304804564 0.0002385478331707418 0.9277537178381559
1 32 640 160 0.0001764445124892518 0.00016731408308260143 0.00023840487492270766 1.0545705970378043
1 32 640 640 0.0002419952501077205 0.0001997224458027631 0.00024577758298255505 1.2116577540148097
1 128 10 10 9.051035831216722e-05 8.665679590776563e-05 0.00014666503749322145 1.0444692463416625
1 128 10 40 0.00011356420828960837 8.471949591767043e-05 0.00015563521250151099 1.3404731350145065
1 128 10 160 0.00019072341709397734 8.628400000743568e-05 0.00014064101660624147 2.210414643242564
1 128 10 640 0.0004919811252038926 9.574204999953509e-05 0.00014333434579893946 5.138610727535932
1 128 40 10 0.00010577067087870091 0.00010678377919830382 0.00016333478749729692 0.9905125260858065
1 128 40 40 0.00012818887918256223 0.00010557992088142782 0.00016058239170815795 1.214140701303665
1 128 40 160 0.0002079564589075744 0.0001137989583890885 0.00015951375828590243 1.8274021296095984
1 128 40 640 0.0005509480000473559 0.0001092836916912347 0.00015597306669224055 5.041447552888129
1 128 160 10 0.00014767468329519032 0.00018108928750734776 0.00022586037497967482 0.8154799509562285
1 128 160 40 0.00016796091250143947 0.0001798162582796067 0.0002372714998200536 0.9340696670501693
1 128 160 160 0.0002483911670278758 0.00018300999579951168 0.0002202736670151353 1.3572546458062842
1 128 160 640 0.0005786602499429136 0.00018242629170417787 0.0002347113338764757 3.172022215313503
1 128 640 10 0.0003142486659344286 0.0004776251250877976 0.0005647416668944061 0.6579399814376662
1 128 640 40 0.00031842199992388484 0.0004693433328066021 0.0005086930829565972 0.6784415110784028
1 128 640 160 0.0004146480842027813 0.0004334543750155717 0.0005102946669794619 0.9566129865176357
1 128 640 640 0.0007397432080470025 0.00045322983409278093 0.0005102462919894606 1.6321591219336398
8 1 10 10 8.270307909697295e-05 8.233992501627653e-05 0.00013894949168898166 1.0044104252053256
8 1 10 40 7.90561624802649e-05 8.474647079128771e-05 0.00013714910419657827 0.9328549229496905
8 1 10 160 8.632172080688178e-05 8.621259999927133e-05 0.00014667337080463767 1.0012657176284137
8 1 10 640 0.00010642627091147006 0.00010331084581557661 0.00015065232499036937 1.030155837669308
8 1 40 10 8.164474170189351e-05 8.353007498662919e-05 0.0001379525125026703 0.9774292877740447
8 1 40 40 7.885367081034928e-05 8.248766670003533e-05 0.0001372406957903877 0.9559449789881801
8 1 40 160 8.377766669727862e-05 8.841451671905815e-05 0.00013698557920288295 0.9475555576861505
8 1 40 640 0.00010937441659625619 0.00010060667500365526 0.00015314058330841363 1.0871487065076186
8 1 160 10 8.162236248608679e-05 9.304894579108805e-05 0.00014515360419172792 0.8771981433228052
8 1 160 40 8.185827909037471e-05 9.677072500344366e-05 0.00014771134159527718 0.8458992023410151
8 1 160 160 9.023810001090169e-05 9.742753750178963e-05 0.000152118383301422 0.9262073364960509
8 1 160 640 0.000114063695888035 0.00012255465839989483 0.0001666096291039139 0.9307169337932967
8 1 640 10 9.335261250380426e-05 0.00014192514170426876 0.0001853045839816332 0.6577595159166676
8 1 640 40 9.466635000426322e-05 0.00013652922501787543 0.00017388829193077982 0.6933779195763309
8 1 640 160 9.869295828975737e-05 0.00014057545838877557 0.000192990987515077 0.7020639265270049
8 1 640 640 0.00011989626670256257 0.00014986691249068825 0.00018874583393335343 0.8000182609354293
8 8 10 10 7.897594580426812e-05 7.602597079239786e-05 2.9736187495291233e-05 1.0388022011573608
8 8 10 40 9.058151659555733e-05 8.23531041154638e-05 0.00013115961661096663 1.0999162395695106
8 8 10 160 0.00013227500000502913 8.588513331487775e-05 0.00013831280418671668 1.5401384954491923
8 8 10 640 0.0002736918330192566 0.00010403002500534058 0.00015073023329023271 2.630892696653741
8 8 40 10 8.961115831043572e-05 9.715337499510496e-05 0.00013562540421262382 0.9223679395075132
8 8 40 40 9.948637918569147e-05 9.82991499826312e-05 0.00014590807498898357 1.0120777158629555
8 8 40 160 0.00015108426669612526 9.643020001240075e-05 0.00013951887080911548 1.5667733415122658
8 8 40 640 0.00027693520789034666 0.00011096514170058072 0.00017094583339057862 2.495695527858704
8 8 160 10 0.0001040358167141676 0.00013261971671599894 0.00017234974983148277 0.7844671915334965
8 8 160 40 0.00012464117920026182 0.00013623892918694763 0.00018291150010190903 0.9148719822161012
8 8 160 160 0.00015140351669397205 0.00014107908750884236 0.00019811866669915617 1.073181854004284
8 8 160 640 0.00029937933385372164 0.00015241743749938905 0.00019251216691918671 1.9642065813822758
8 8 640 10 0.0001777266499819234 0.0003156337498221546 0.00034605412511155007 0.5630787267903523
8 8 640 40 0.00019562366669997574 0.0003149632080458105 0.0003954260421451181 0.6211000577296725
8 8 640 160 0.00023623462487012148 0.0003351047500036657 0.00038750762515701355 0.7049575539216837
8 8 640 640 0.00039939987496472897 0.0003187152501195669 0.0004020706249866635 1.253155833663099
8 32 10 10 0.00010026161249261349 9.512870409525931e-05 0.00014573404579423368 1.053957514150663
8 32 10 40 0.0001387026624986902 0.00010486310408450663 0.0001395453916862607 1.32270223840516
8 32 10 160 0.00028939883294515313 9.576784591190517e-05 0.00014644266250543296 3.021878900892947
8 32 10 640 0.0009124155419413001 0.00011312957911286504 0.00016420168748591094 8.06522528498951
8 32 40 10 0.00011937196669168771 0.00014188198328483849 0.0001894471790874377 0.8413468992186255
8 32 40 40 0.00016329267921391875 0.00013361080409958958 0.00019786520001944155 1.2221517587170956
8 32 40 160 0.000298508666921407 0.00013328863750211895 0.00017702970816753805 2.2395657463049803
8 32 40 640 0.000995999166974798 0.0001612680583028123 0.0001965592917986214 6.176047367697668
8 32 160 10 0.00019776975014247001 0.00027756279101595285 0.00029151150002144276 0.7125225590165767
8 32 160 40 0.00022388787497766317 0.0002848209589719772 0.0003212585840374231 0.7860653084862723
8 32 160 160 0.00038549629203043877 0.00028571787499822676 0.00032382537494413555 1.3492200725377481
8 32 160 640 0.0011019221250899137 0.0002998319580219686 0.00036719916691072284 3.6751323386587638
8 32 640 10 0.0004780436661094427 0.0008202220830135047 0.000896601916057989 0.582822233160445
8 32 640 40 0.0005376084169838578 0.000859647500095889 0.000940445083193481 0.6253824002557914
8 32 640 160 0.0006850143331103026 0.0008626725410576909 0.0009020075830630958 0.7940606667165178
8 32 640 640 0.0014234488331712782 0.000842022042023018 0.0010004230418708176 1.690512554459193
8 128 10 10 0.0001571100916946307 0.00013875719581265002 0.00016390924993902445 1.132266263918743
8 128 10 40 0.0003019072918687016 0.00012987288748845459 0.00017269220808520914 2.324636786839289
8 128 10 160 0.0009470264581032098 0.0001429384916089475 0.00019439110411331059 6.625412423506566
8 128 10 640 0.003317822078242898 0.0001585400584153831 0.0002032124999910593 20.927342347446558
8 128 40 10 0.00023453533300198614 0.0002529621662106365 0.0003075232501141727 0.9271557739851631
8 128 40 40 0.0004062190419062972 0.00023863074998371303 0.0003129260828718543 1.702291267718106
8 128 40 160 0.0009988840841688217 0.0002732447499874979 0.0002944757908117026 3.6556387056458535
8 128 40 640 0.0034750504116527734 0.00030585250002332034 0.00035010766703635454 11.36185060245645
8 128 160 10 0.0005815495830029249 0.0008875332078896463 0.0009324512497987599 0.655242618341818
8 128 160 40 0.0007075291250366718 0.0008365954998880625 0.000916428416967392 0.8457242778993433
8 128 160 160 0.001335597916971892 0.0008968769579660148 0.0009411608749069273 1.4891651581737946
8 128 160 640 0.003935968750156462 0.0009006295420695096 0.0009986160839907826 4.370241665748832
8 128 640 10 0.0019123525000177325 0.0032017716695554553 0.0030590749997645617 0.5972794744239991
8 128 640 40 0.0020141604100354015 0.0029853208386339245 0.0028659595805220306 0.6746880884525217
8 128 640 160 0.002502779581118375 0.003259790420997888 0.0033048883406445384 0.7677731565185173
8 128 640 640 0.005584595000836998 0.003138513748999685 0.003030979591421783 1.7793756686957112
32 1 10 10 8.059985840227455e-05 8.467277500312776e-05 0.0001262952083023265 0.9518981561581894
32 1 10 40 8.804077089298517e-05 8.519137080293148e-05 0.00013997542089782655 1.0334470506014635
32 1 10 160 0.00010603365001734346 0.00010430056669283658 0.0001515462666982785 1.0166162407306067
32 1 10 640 0.00017756712483242153 0.00016102452089544387 0.00021398979192599655 1.1027334460924685
32 1 40 10 8.614630000665783e-05 9.465495001059026e-05 0.000145710758282803 0.9101087687122495
32 1 40 40 8.770952909253538e-05 9.972569169476628e-05 0.00015733797079883516 0.8795078540140973
32 1 40 160 0.00011313169160857797 0.00011635545419994742 0.00017153250828851014 0.9722938420589233
32 1 40 640 0.00018369220418389888 0.0001734349749982357 0.00022768354206345975 1.059141641907969
32 1 160 10 0.00010451560420915485 0.00013888631658628582 0.00019372512090485544 0.7525262875282785
32 1 160 40 9.945289168972521e-05 0.0001395659124944359 0.00018991291709244252 0.7125872636965714
32 1 160 160 0.00012137714170385152 0.00015782671668566764 0.00019628649996593595 0.769053201211743
32 1 160 640 0.00019893292081542312 0.00022182816709391773 0.00025833941600285473 0.8967883719257294
32 1 640 10 0.00013198000420816243 0.00031186604220420123 0.00036333866603672506 0.4231945333815651
32 1 640 40 0.00014339630419854074 0.0002931562918238342 0.00041304383310489354 0.48914626156040886
32 1 640 160 0.00016411153748631477 0.0003381687079090625 0.0003851894999388605 0.48529486510161157
32 1 640 640 0.00022687066695652901 0.0004005912919528782 0.000448327915975824 0.566339487437525
32 8 10 10 0.00010014970831107348 9.582140832208097e-05 0.0001503061499912292 1.0451704902357932
32 8 10 40 0.00014548471251036972 0.00010317666248884052 0.00015386925421189516 1.4100544541853657
32 8 10 160 0.0002900149158667773 0.00011593614160083235 0.00017161597919184714 2.50150567253909
32 8 10 640 0.0009429494580253958 0.00017461845907382667 0.00023146079201251269 5.400056002250757
32 8 40 10 0.00011765564999077469 0.00013905977080576123 0.0001955048916861415 0.8460797059353432
32 8 40 40 0.00016760190830100328 0.00014517289579380304 0.00019847076248843222 1.1544986230698147
32 8 40 160 0.00031263475003652275 0.00016781754589173943 0.00019738591695204376 1.8629443564751338
32 8 40 640 0.0009624165829736739 0.00021371466596610845 0.0002590704578906298 4.503278137805933
32 8 160 10 0.00018624970805831254 0.000317248750012368 0.00034283645800314844 0.5870778310428381
32 8 160 40 0.0002272169159259647 0.0003137608328834176 0.0003543440841604024 0.7241723380125984
32 8 160 160 0.0003832779999356717 9.064500408712774e-05 0.00010217573330737651 4.2283411402052105
32 8 160 640 0.0004286471251398325 0.00010729394170921296 0.00012005175419617445 3.9950729585604
32 8 640 10 0.00022103862487711013 0.0002792514588218182 0.0002896601669490337 0.7915397320024319
32 8 640 40 0.0002389957921113819 0.00027969216695055365 0.00029577574995346366 0.8544958363229157
32 8 640 160 0.00030667220801115037 0.0002841203750576824 0.0003011195829603821 1.0793742192860667
32 8 640 640 0.0005823709589894862 0.0003073503328487277 0.00031897754198871554 1.894811544831216
32 32 10 10 5.2796508301980795e-05 3.393079158850014e-05 4.517588340677321e-05 1.556005793860543
32 32 10 40 0.00012469427911564708 3.529950832016766e-05 4.662092919461429e-05 3.532465041287998
32 32 10 160 0.0003935378331225365 4.0545908291824164e-05 5.1789704198017717e-05 9.705981434429749
32 32 10 640 0.0014803561659064144 5.8445670804940166e-05 6.953657080885023e-05 25.328756527528572
32 32 40 10 7.287752497941255e-05 7.509012089576572e-05 8.669188329949975e-05 0.9705341276594225
32 32 40 40 0.00014513741249684245 7.609247921500355e-05 8.773029169533401e-05 1.9073818331868064
32 32 40 160 0.0004210512088611722 8.149513329844921e-05 9.268800420686602e-05 5.166581019251912
32 32 40 640 0.001515194792067632 9.939518750179559e-05 0.00011086486671119928 15.24414642349017
32 32 160 10 0.00022087983391247688 0.00023874066583812236 0.0002498781660106033 0.9251873078977003
32 32 160 40 0.000291075250133872 0.00023921091598458588 0.000250666833948344 1.2168142450181
32 32 160 160 0.0005591905419714749 0.0002444106659386307 0.00025546212494373323 2.287913826608052
32 32 160 640 0.0016658844579942524 0.00026153358398005365 0.0002729511249344796 6.369677012957939
32 32 640 10 0.0008480497498530895 0.0008944931251462549 0.0009064536660443991 0.9480785553432044
32 32 640 40 0.0009185399590060114 0.0008956910001579672 0.0009079937080387026 1.02550986762624
32 32 640 160 0.0011928702499717475 0.0009064270420931279 0.0009162152078934013 1.3160135284767793
32 32 640 640 0.00232166042085737 0.000917599958833307 0.0009294914160855115 2.5301444256920758
32 128 10 10 0.0001641910291975364 8.64249291131273e-05 9.80916665866971e-05 1.8998109791055302
32 128 10 40 0.000453925124835223 8.752545001916588e-05 9.919565839227289e-05 5.186207265838962
32 128 10 160 0.001530875374795869 9.287605418357998e-05 0.00010427522908430547 16.482993256474067
32 128 10 640 0.005889882920309901 0.00011046370419207961 0.00012217893339693548 53.3196217109313
32 128 40 10 0.00024263558397069574 0.00026049445802345874 0.00027215108321979644 0.9314424030811638
32 128 40 40 0.0005387723748572171 0.0002617161669768393 0.0002732194170821458 2.0586132720830195
32 128 40 160 0.001613233417039737 0.0002666075830347836 0.0002783045831602067 6.05096598782512
32 128 40 640 0.006048904170747846 0.00028402183298021554 0.00029537425003945826 21.297321080134015
32 128 160 10 0.00083217754191719 0.0009582883750554175 0.0009707814580760896 0.8683999134071364
