M N colnnz rac rar ratio
8 4 10 2.197333350777626e-05 2.5234458222985268e-05 0.8707670009638427
8 4 20 2.355462908744812e-05 2.529490850865841e-05 0.9312004065713623
8 4 40 2.611774168908596e-05 2.601538747549057e-05 1.0039343720592984
8 4 80 3.198515009135008e-05 2.6631112396717072e-05 1.2010444631405266
8 4 160 4.943220410495997e-05 2.7940337359905243e-05 1.7692056995666716
8 4 320 8.302555419504642e-05 3.0853396095335483e-05 2.69096970519879
8 8 1 2.0999045856297018e-05 2.591235004365444e-05 0.810387549601638
8 8 2 2.1110549941658973e-05 2.5662700086832045e-05 0.8226160875601374
8 8 4 2.157225850969553e-05 2.51716835424304e-05 0.8570049942560443
8 8 10 2.3037979379296303e-05 2.509133368730545e-05 0.9181648001019569
8 8 20 2.5985845737159253e-05 2.5861970707774163e-05 1.004789852667641
8 8 40 3.192600831389427e-05 2.6173900067806245e-05 1.2197650419382127
8 8 80 5.709161255508661e-05 2.6721233315765857e-05 2.136563529101849
8 8 160 9.750691242516041e-05 2.853520829230547e-05 3.4170737927100814
8 8 320 0.00015807123742997648 3.4031183086335657e-05 4.644893979411662
8 16 1 2.099882084876299e-05 2.5560029223561287e-05 0.8215491721506419
8 16 2 2.1292729303240776e-05 2.5240812450647356e-05 0.8435833571076147
8 16 4 2.2376437671482563e-05 2.5425570830702783e-05 0.8800761178766447
8 16 10 2.5626304186880588e-05 2.5611737743020058e-05 1.0005687409424024
8 16 20 3.250187486410141e-05 2.5751462578773498e-05 1.2621370442427673
8 16 40 5.9415833093225955e-05 2.6208629086613657e-05 2.2670332315692634
8 16 80 0.00012559731677174569 2.7360237389802933e-05 4.590505373997792
8 16 160 0.00019337292071431876 3.201012518256903e-05 6.040992330127441
8 16 320 0.0003143095001578331 4.886620007455349e-05 6.432043000648748
16 1 1 2.071751244366169e-05 2.625312078744173e-05 0.7891447501194595
16 1 2 2.0741224847733975e-05 2.6184199936687945e-05 0.7921275004730026
16 1 4 2.100116666406393e-05 2.6206858456134797e-05 0.8013614718153194
16 1 10 2.1572008356451987e-05 2.599612921476364e-05 0.829816169101086
16 1 20 2.2390933521091938e-05 2.5927829183638097e-05 0.8635868958602159
16 1 40 2.3870941624045372e-05 2.649230845272541e-05 0.9010517775996087
16 1 80 2.6320145837962626e-05 2.744686268270016e-05 0.9589491572219762
16 1 160 3.1725337728857994e-05 3.0345108546316624e-05 1.0454844041976217
16 1 320 5.0268258340656756e-05 3.497778307646513e-05 1.4371482100728064
16 2 1 2.0634187385439874e-05 2.608020845800638e-05 0.7911818426859764
16 2 2 2.0894575119018554e-05 2.6142908446490764e-05 0.7992444743393994
16 2 4 2.1092391945421696e-05 2.6050937734544278e-05 0.8096596045927587
16 2 10 2.2154937498271466e-05 2.583996243774891e-05 0.8573904684128298
16 2 20 2.3598929308354855e-05 2.586243748664856e-05 0.9124789309026948
16 2 40 2.6272170804440977e-05 2.6353204250335693e-05 0.9969251008292973
16 2 80 3.214748315513134e-05 2.7867520786821842e-05 1.1535824589869303
16 2 160 5.441775415092707e-05 3.0257646180689335e-05 1.7984794265211848
16 2 320 8.61099623143673e-05 3.478542920202017e-05 2.4754606825252696
