M N colnnz rac rar ratio
32 2 16 2.171637900173664e-05 0.0004195966236293316 0.05175537117982323
32 2 64 2.5256970897316933e-05 0.00042938674986362456 0.058821030004625616
32 2 256 3.764429558068514e-05 0.0004712783768773079 0.07987698444837713
32 8 1 2.123061642050743e-05 0.00041783766448497773 0.050810681336437354
32 8 4 2.210709173232317e-05 0.00041916029155254363 0.05274137884206512
32 8 16 2.4350528977811338e-05 0.0004250011257827282 0.05729521053141862
32 8 64 3.5539808124303816e-05 0.00044030070677399634 0.08071712713045037
32 8 256 7.167409993708133e-05 0.0005063989572227001 0.1415368237134048
32 32 1 2.273740004748106e-05 0.000420606916770339 0.05405855001641877
32 32 4 2.54463454708457e-05 0.00042438941448926925 0.05995989674122542
32 32 16 3.3745916746556756e-05 0.0004381203316152096 0.07702431115704297
32 32 64 7.455434147268534e-05 0.0004936400819569826 0.15102975669464022
32 32 256 0.00020750795863568782 0.0007081982921808958 0.2930082731443298
