M N colnnz rac rar ratio
4 2 4 2.078547477722168e-05 3.103344179689884e-05 0.6697766529814544
4 2 10 2.0995650067925452e-05 3.0706658400595186e-05 0.6837491007331
4 2 20 2.1319462545216085e-05 3.0232424847781658e-05 0.7051853317277138
4 2 40 2.2156425006687642e-05 2.979363314807415e-05 0.7436630805169133
4 2 80 2.3751041851937772e-05 3.0069595947861673e-05 0.7898690056600767
4 2 160 2.5418979302048684e-05 3.140636645257473e-05 0.809357533939263
4 2 320 2.95030664652586e-05 3.3767883293330667e-05 0.8737019791550159
4 2 640 4.8207749985158444e-05 3.6200720816850665e-05 1.3316792842069256
4 2 1280 8.586873319000006e-05 4.6697458438575266e-05 1.838830978412878
4 2 2560 0.00016417537927627563 9.284664150327444e-05 1.7682425192567213
4 2 5120 0.00031346216425299643 0.0002684189584106207 1.1678093310140552
4 4 1 2.0622253976762296e-05 3.1069216690957546e-05 0.6637519761727447
4 4 2 2.0737800002098084e-05 3.0707412399351596e-05 0.6753353142362453
4 4 4 2.073084991425276e-05 3.0441512726247312e-05 0.6810059046894271
4 4 10 2.15851541608572e-05 3.012632895261049e-05 0.7164880326046766
4 4 20 2.1925529278814794e-05 2.929839566349983e-05 0.7483525559090524
4 4 40 2.3435724899172784e-05 2.9734191857278345e-05 0.7881742679156144
4 4 80 2.6052329130470752e-05 3.0672920867800715e-05 0.8493592521806266
4 4 160 3.0438804253935814e-05 3.194653727114201e-05 0.9528044931940665
4 4 320 4.898742102086544e-05 3.367951661348343e-05 1.454516749247332
4 4 640 8.611323330551386e-05 4.0617449954152104e-05 2.120104373925891
4 4 1280 0.00016285448763519525 6.7555583268404e-05 2.4106739925279115
4 4 2560 0.0003108908347785473 0.0001650667080655694 1.8834254249200404
4 4 5120 0.0006127498336136341 0.0003475343752652407 1.7631344615794597
4 8 1 2.0691020786762237e-05 3.0775358341634275e-05 0.6723242848084242
4 8 2 2.1176433376967906e-05 3.072033319622278e-05 0.6893295473621899
4 8 4 2.1276541613042353e-05 3.051996659487486e-05 0.6971351540278314
4 8 10 2.2123046033084393e-05 2.9365883208811283e-05 0.7533587829037723
4 8 20 2.3298329301178454e-05 2.963797077536583e-05 0.7860973167752534
4 8 40 2.6067112386226654e-05 3.077880404889584e-05 0.8469176497181601
4 8 80 3.144934568554163e-05 3.1420412473380566e-05 1.0009208412583883
4 8 160 5.984714608639479e-05 3.279334995895624e-05 1.824978117859223
4 8 320 8.648695833981037e-05 3.8125120848417284e-05 2.2685031919944922
4 8 640 0.000163204962387681 5.6373012624680995e-05 2.8950903063184406
4 8 1280 0.000310435876250267 0.00011357844602316618 2.733228769364819
4 8 2560 0.0005987010430544615 0.0002278677485883236 2.627405794648467
4 8 5120 0.0011788274589926004 0.00045514554157853127 2.590001112400668
4 16 1 2.1071774885058404e-05 3.078921660780907e-05 0.6843881464562489
4 16 2 2.172856628894806e-05 3.068165425211191e-05 0.7081940924828855
4 16 4 2.1730099990963934e-05 2.9590804129838942e-05 0.7343531421321401
4 16 10 2.352202497422695e-05 2.9493183270096778e-05 0.7975410710608508
4 16 20 2.6244337297976016e-05 3.071512524038553e-05 0.8544434408969579
4 16 40 3.275812100619078e-05 3.126598317176104e-05 1.0477240017124239
4 16 80 6.439869590103626e-05 3.149585444480181e-05 2.0446721334040476
4 16 160 0.00011323422901332379 3.641669172793627e-05 3.109404606527139
4 16 320 0.0001743234373629093 5.4859129339456555e-05 3.1776559245815434
4 16 640 0.00030960266664624214 8.929331675171852e-05 3.4672546379601648
4 16 1280 0.000600931290537119 0.00016132236253470181 3.725034031830854
4 16 2560 0.001194893041625619 0.0002946684155613184 4.055042816005403
4 16 5120 0.002332287486642599 0.000546984625980258 4.263899524530287
4 32 1 2.0997254177927972e-05 3.0152412317693235e-05 0.6963706239055016
4 32 2 2.1628208458423615e-05 2.957519181072712e-05 0.731295627661117
